=== Ambient Light Controller Logger ===

Timestamp | Luminance [lux] | Brightness | Active Time Since Initialization [seconds]
2023-11-30T21:50:15 | 7466 | 3 | 7367 
2023-11-30T21:50:30 | 7466 | 3 | 7382 
2023-11-30T21:50:45 | 7466 | 3 | 7397 
2023-11-30T21:51:00 | 3626 | 32 | 7412 
2023-11-30T21:51:15 | 5333 | 107 | 7427 
2023-11-30T21:51:30 | 6186 | 181 | 7442 
2023-11-30T21:51:45 | 6826 | 224 | 7457 
2023-11-30T21:52:00 | 6826 | 232 | 7472 
2023-11-30T21:52:15 | 6826 | 246 | 7487 
2023-11-30T21:52:30 | 6613 | 255 | 7502 
2023-11-30T21:52:45 | 29226 | 113 | 7517 
2023-11-30T21:53:00 | 7680 | 5 | 7532 
2023-11-30T21:53:15 | 7466 | 5 | 7547 
2023-11-30T21:53:30 | 7253 | 4 | 7562 
2023-11-30T21:53:45 | 7253 | 4 | 7577 
2023-11-30T21:54:00 | 7253 | 4 | 7592 
2023-11-30T21:54:15 | 7040 | 4 | 7607 
2023-11-30T21:54:30 | 7040 | 4 | 7622 
2023-11-30T21:54:45 | 7040 | 4 | 7637 
2023-11-30T21:55:00 | 7040 | 4 | 7652 
2023-11-30T21:55:15 | 7040 | 4 | 7667 
2023-11-30T21:55:30 | 7040 | 4 | 7682 
2023-11-30T21:55:45 | 7040 | 4 | 7697 
2023-11-30T21:56:00 | 7253 | 4 | 7712 
2023-11-30T21:56:15 | 7253 | 4 | 7727 
2023-11-30T21:56:30 | 7466 | 4 | 7742 
2023-11-30T21:56:45 | 7466 | 4 | 7757 
2023-11-30T21:57:00 | 7466 | 4 | 7772 
2023-11-30T21:57:15 | 7466 | 4 | 7787 
2023-11-30T21:57:30 | 7466 | 4 | 7802 
2023-11-30T21:57:45 | 7466 | 4 | 7817 
2023-11-30T21:58:00 | 7253 | 4 | 7832 
2023-11-30T21:58:15 | 7253 | 4 | 7847 
2023-11-30T21:58:30 | 7253 | 4 | 7862 
2023-11-30T21:58:45 | 7253 | 4 | 7877 
2023-11-30T21:59:00 | 7466 | 4 | 7892 
2023-11-30T21:59:15 | 7466 | 4 | 7907 
2023-11-30T21:59:30 | 7466 | 4 | 7922 
2023-11-30T21:59:45 | 7466 | 4 | 7937 
2023-11-30T22:00:00 | 7466 | 4 | 7952 
2023-11-30T22:00:15 | 7466 | 4 | 7967 
2023-11-30T22:00:30 | 7466 | 4 | 7982 
2023-11-30T22:00:45 | 7253 | 4 | 7997 
2023-11-30T22:01:00 | 7253 | 4 | 8012 
2023-11-30T22:01:15 | 7040 | 4 | 8027 
2023-11-30T22:01:30 | 7040 | 4 | 8042 
2023-11-30T22:01:45 | 7040 | 4 | 8057 
2023-11-30T22:02:00 | 7040 | 4 | 8072 
2023-11-30T22:02:15 | 7040 | 4 | 8087 
2023-11-30T22:02:30 | 7040 | 4 | 8102 
2023-11-30T22:02:45 | 6826 | 4 | 8117 
2023-11-30T22:03:00 | 7466 | 5 | 8132 
2023-11-30T22:03:15 | 7466 | 5 | 8147 
2023-11-30T22:03:30 | 7466 | 5 | 8162 
2023-11-30T22:03:45 | 7466 | 5 | 8177 
2023-11-30T22:04:00 | 7466 | 5 | 8192 
2023-11-30T22:04:15 | 7466 | 5 | 8207 
2023-11-30T22:04:30 | 7466 | 5 | 8222 
2023-11-30T22:04:45 | 7466 | 5 | 8237 
2023-11-30T22:05:00 | 7466 | 5 | 8252 
2023-11-30T22:05:15 | 7466 | 5 | 8267 
2023-11-30T22:05:30 | 7466 | 5 | 8282 
2023-11-30T22:05:45 | 7466 | 5 | 8297 
2023-11-30T22:06:00 | 7466 | 5 | 8312 
2023-11-30T22:06:15 | 7466 | 5 | 8327 
2023-11-30T22:06:30 | 7466 | 5 | 8342 
2023-11-30T22:06:45 | 7466 | 5 | 8357 
2023-11-30T22:07:00 | 7466 | 5 | 8372 
2023-11-30T22:07:15 | 7466 | 5 | 8387 
2023-11-30T22:07:30 | 7466 | 5 | 8402 
2023-11-30T22:07:45 | 7466 | 5 | 8417 
2023-11-30T22:08:00 | 7466 | 5 | 8432 
2023-11-30T22:08:15 | 7466 | 5 | 8447 
2023-11-30T22:08:30 | 7466 | 5 | 8462 
2023-11-30T22:08:45 | 7466 | 5 | 8477 
2023-11-30T22:09:00 | 7466 | 5 | 8492 
2023-11-30T22:09:15 | 7466 | 5 | 8507 
2023-11-30T22:09:30 | 7466 | 5 | 8522 
2023-11-30T22:09:45 | 7466 | 5 | 8537 
2023-11-30T22:10:00 | 7466 | 5 | 8552 
2023-11-30T22:10:15 | 7466 | 5 | 8567 
2023-11-30T22:10:30 | 7466 | 5 | 8582 
2023-11-30T22:10:45 | 7466 | 5 | 8597 
2023-11-30T22:11:00 | 7680 | 5 | 8612 
2023-11-30T22:11:15 | 7680 | 5 | 8627 
2023-11-30T22:11:30 | 7680 | 5 | 8642 
2023-11-30T22:11:45 | 7680 | 5 | 8657 
2023-11-30T22:12:00 | 7466 | 5 | 8672 
2023-11-30T22:12:15 | 7680 | 5 | 8687 
2023-11-30T22:12:30 | 7680 | 5 | 8702 
2023-11-30T22:12:45 | 7466 | 5 | 8717 
2023-11-30T22:13:00 | 7466 | 5 | 8732 
2023-11-30T22:13:15 | 7680 | 5 | 8747 
2023-11-30T22:13:30 | 7466 | 5 | 8762 
2023-11-30T22:13:45 | 7466 | 5 | 8777 
2023-11-30T22:14:00 | 7680 | 5 | 8792 
2023-11-30T22:14:15 | 7466 | 5 | 8807 
2023-11-30T22:14:30 | 7466 | 5 | 8822 
2023-11-30T22:14:45 | 7466 | 5 | 8837 
2023-11-30T22:15:00 | 7466 | 5 | 8852 
2023-11-30T22:15:15 | 7466 | 5 | 8867 
2023-11-30T22:15:30 | 7466 | 5 | 8882 
2023-11-30T22:15:45 | 7466 | 4 | 8897 
2023-11-30T22:16:00 | 7466 | 4 | 8912 
2023-11-30T22:16:15 | 7040 | 4 | 8927 
2023-11-30T22:16:30 | 7040 | 4 | 8942 
2023-11-30T22:16:45 | 7040 | 4 | 8957 
2023-11-30T22:17:00 | 7040 | 4 | 8972 
2023-11-30T22:17:15 | 7253 | 4 | 8987 
2023-11-30T22:17:30 | 7466 | 4 | 9002 
2023-11-30T22:17:45 | 7466 | 4 | 9017 
2023-11-30T22:18:00 | 7466 | 4 | 9032 
2023-11-30T22:18:15 | 7466 | 4 | 9047 
2023-11-30T22:18:30 | 7466 | 4 | 9062 
2023-11-30T22:18:45 | 7466 | 4 | 9077 
2023-11-30T22:19:00 | 7466 | 4 | 9092 
2023-11-30T22:19:15 | 7466 | 4 | 9107 
2023-11-30T22:19:30 | 7466 | 4 | 9122 
2023-11-30T22:19:45 | 7466 | 4 | 9137 
2023-11-30T22:20:00 | 7466 | 4 | 9152 
2023-11-30T22:20:15 | 7466 | 4 | 9167 
2023-11-30T22:20:30 | 7466 | 4 | 9182 
2023-11-30T22:20:45 | 7466 | 4 | 9197 
2023-11-30T22:21:00 | 7466 | 4 | 9212 
2023-11-30T22:21:15 | 7466 | 4 | 9227 
2023-11-30T22:21:30 | 7466 | 4 | 9242 
2023-11-30T22:21:45 | 7466 | 4 | 9257 
2023-11-30T22:22:00 | 7466 | 4 | 9272 
2023-11-30T22:22:15 | 7466 | 4 | 9287 
2023-11-30T22:22:30 | 7466 | 4 | 9302 
2023-11-30T22:22:45 | 7040 | 4 | 9317 
2023-11-30T22:23:00 | 7040 | 4 | 9332 
2023-11-30T22:23:15 | 7253 | 4 | 9347 
2023-11-30T22:23:30 | 7040 | 4 | 9362 
2023-11-30T22:23:45 | 7040 | 4 | 9377 
2023-11-30T22:24:00 | 7040 | 4 | 9392 
2023-11-30T22:24:15 | 7040 | 4 | 9407 
2023-11-30T22:24:30 | 7040 | 4 | 9422 
2023-11-30T22:24:45 | 7040 | 4 | 9437 
2023-11-30T22:25:00 | 7040 | 4 | 9452 
2023-11-30T22:25:15 | 7040 | 4 | 9467 
2023-11-30T22:25:30 | 7040 | 4 | 9482 
2023-11-30T22:25:45 | 7040 | 4 | 9497 
2023-11-30T22:26:00 | 7040 | 4 | 9512 
2023-11-30T22:26:15 | 7040 | 4 | 9527 
2023-11-30T22:26:30 | 7040 | 4 | 9542 
2023-11-30T22:26:45 | 7040 | 4 | 9557 
2023-11-30T22:27:00 | 7040 | 4 | 9572 
2023-11-30T22:27:15 | 7040 | 4 | 9587 
2023-11-30T22:27:30 | 7040 | 4 | 9602 
2023-11-30T22:27:45 | 7040 | 4 | 9617 
2023-11-30T22:28:00 | 7040 | 4 | 9632 
2023-11-30T22:28:15 | 7040 | 4 | 9647 
2023-11-30T22:28:30 | 7040 | 4 | 9662 
2023-11-30T22:28:45 | 7040 | 4 | 9677 
2023-11-30T22:29:00 | 7040 | 4 | 9692 
2023-11-30T22:29:15 | 7040 | 4 | 9707 
2023-11-30T22:29:30 | 7040 | 4 | 9722 
2023-11-30T22:29:45 | 7040 | 4 | 9737 
2023-11-30T22:30:00 | 7040 | 4 | 9752 
2023-11-30T22:30:15 | 7040 | 4 | 9767 
2023-11-30T22:30:30 | 7040 | 4 | 9782 
2023-11-30T22:30:45 | 7040 | 4 | 9797 
2023-11-30T22:31:00 | 7040 | 4 | 9812 
2023-11-30T22:31:15 | 7040 | 4 | 9827 
2023-11-30T22:31:30 | 7040 | 4 | 9842 
2023-11-30T22:31:45 | 7040 | 4 | 9857 
2023-11-30T22:32:00 | 7040 | 4 | 9872 
2023-11-30T22:32:15 | 7040 | 4 | 9887 
2023-11-30T22:32:30 | 7040 | 4 | 9902 
2023-11-30T22:32:45 | 7040 | 4 | 9917 
2023-11-30T22:33:00 | 7040 | 4 | 9932 
2023-11-30T22:33:15 | 7040 | 4 | 9947 
2023-11-30T22:33:30 | 7040 | 4 | 9962 
2023-11-30T22:33:45 | 7040 | 4 | 9977 
2023-11-30T22:34:00 | 7040 | 4 | 9992 
2023-11-30T22:34:15 | 7040 | 4 | 10007 
2023-11-30T22:34:30 | 7040 | 4 | 10022 
2023-11-30T22:34:45 | 7040 | 4 | 10037 
2023-11-30T22:35:00 | 7040 | 4 | 10052 
2023-11-30T22:35:15 | 7040 | 4 | 10067 
2023-11-30T22:35:30 | 7040 | 4 | 10082 
2023-11-30T22:35:45 | 7040 | 4 | 10097 
2023-11-30T22:36:00 | 7040 | 4 | 10112 
2023-11-30T22:36:15 | 7040 | 4 | 10127 
2023-11-30T22:36:30 | 7040 | 4 | 10142 
2023-11-30T22:36:45 | 7040 | 4 | 10157 
2023-11-30T22:37:00 | 7040 | 4 | 10172 
2023-11-30T22:37:15 | 7040 | 4 | 10187 
2023-11-30T22:37:30 | 7040 | 4 | 10202 
2023-11-30T22:37:45 | 7040 | 4 | 10217 
2023-11-30T22:38:00 | 7040 | 4 | 10232 
2023-11-30T22:38:15 | 7040 | 4 | 10247 
2023-11-30T22:38:30 | 7040 | 4 | 10262 
2023-11-30T22:38:45 | 7040 | 4 | 10277 
2023-11-30T22:39:00 | 7040 | 4 | 10292 
2023-11-30T22:39:15 | 7040 | 4 | 10307 
2023-11-30T22:39:30 | 7040 | 4 | 10322 
2023-11-30T22:39:45 | 7040 | 4 | 10337 
2023-11-30T22:40:00 | 7040 | 4 | 10352 
2023-11-30T22:40:15 | 7040 | 4 | 10367 
2023-11-30T22:40:30 | 7040 | 4 | 10382 
2023-11-30T22:40:45 | 7040 | 4 | 10397 
2023-11-30T22:41:00 | 7040 | 4 | 10412 
2023-11-30T22:41:15 | 7040 | 4 | 10427 
2023-11-30T22:41:30 | 7040 | 4 | 10442 
2023-11-30T22:41:45 | 7040 | 4 | 10457 
2023-11-30T22:42:00 | 7040 | 4 | 10472 
2023-11-30T22:42:15 | 7040 | 4 | 10487 
2023-11-30T22:42:30 | 7040 | 4 | 10502 
2023-11-30T22:42:45 | 7040 | 4 | 10517 
2023-11-30T22:43:00 | 7040 | 4 | 10532 
2023-11-30T22:43:15 | 7040 | 4 | 10547 
2023-11-30T22:43:30 | 7040 | 4 | 10562 
2023-11-30T22:43:45 | 7040 | 4 | 10577 
2023-11-30T22:44:00 | 7040 | 4 | 10592 
2023-11-30T22:44:15 | 7040 | 4 | 10607 
2023-11-30T22:44:30 | 7040 | 4 | 10622 
2023-11-30T22:44:45 | 7040 | 4 | 10637 
2023-11-30T22:45:00 | 7040 | 4 | 10652 
2023-11-30T22:45:15 | 7040 | 4 | 10667 
2023-11-30T22:45:30 | 7040 | 4 | 10682 
2023-11-30T22:45:45 | 6826 | 4 | 10697 
2023-11-30T22:46:00 | 7040 | 4 | 10712 
2023-11-30T22:46:15 | 7040 | 4 | 10727 
2023-11-30T22:46:30 | 7040 | 4 | 10742 
2023-11-30T22:46:45 | 7040 | 4 | 10757 
2023-11-30T22:47:00 | 7040 | 4 | 10772 
2023-11-30T22:47:15 | 7040 | 4 | 10787 
2023-11-30T22:47:30 | 7040 | 4 | 10802 
2023-11-30T22:47:45 | 7040 | 4 | 10817 
2023-11-30T22:48:00 | 7040 | 4 | 10832 
2023-11-30T22:48:15 | 7040 | 4 | 10847 
2023-11-30T22:48:30 | 7040 | 4 | 10862 
2023-11-30T22:48:45 | 6826 | 4 | 10877 
2023-11-30T22:49:00 | 7040 | 4 | 10892 
2023-11-30T22:49:15 | 7040 | 4 | 10907 
2023-11-30T22:49:30 | 7040 | 4 | 10922 
2023-11-30T22:49:45 | 7040 | 4 | 10937 
2023-11-30T22:50:00 | 7040 | 4 | 10952 
2023-11-30T22:50:15 | 7040 | 4 | 10967 
2023-11-30T22:50:30 | 7040 | 4 | 10982 
2023-11-30T22:50:45 | 6826 | 4 | 10997 
2023-11-30T22:51:00 | 6826 | 4 | 11012 
2023-11-30T22:51:15 | 7040 | 4 | 11027 
2023-11-30T22:51:30 | 7680 | 6 | 11042 
2023-11-30T22:51:45 | 7680 | 6 | 11057 
2023-11-30T22:52:00 | 7680 | 6 | 11072 
2023-11-30T22:52:15 | 7680 | 6 | 11087 
2023-11-30T22:52:30 | 7466 | 6 | 11102 
2023-11-30T22:52:45 | 7680 | 6 | 11117 
2023-11-30T22:53:00 | 7680 | 6 | 11132 
2023-11-30T22:53:15 | 7680 | 6 | 11147 
2023-11-30T22:53:30 | 7680 | 6 | 11162 
2023-11-30T22:53:45 | 7680 | 6 | 11177 
2023-11-30T22:54:00 | 7680 | 6 | 11192 
2023-11-30T22:54:15 | 7680 | 6 | 11207 
2023-11-30T22:54:30 | 7466 | 6 | 11222 
2023-11-30T22:54:45 | 7680 | 6 | 11237 
2023-11-30T22:55:00 | 7680 | 6 | 11252 
2023-11-30T22:55:15 | 7680 | 6 | 11267 
2023-11-30T22:55:30 | 7680 | 6 | 11282 
2023-11-30T22:55:45 | 7466 | 6 | 11297 
2023-11-30T22:56:00 | 7680 | 6 | 11312 
2023-11-30T22:56:15 | 7680 | 6 | 11327 
2023-11-30T22:56:30 | 7680 | 6 | 11342 
2023-11-30T22:56:45 | 7680 | 6 | 11357 
2023-11-30T22:57:00 | 7680 | 6 | 11372 
2023-11-30T22:57:15 | 7680 | 6 | 11387 
2023-11-30T22:57:30 | 7680 | 6 | 11402 
2023-11-30T22:57:45 | 7680 | 6 | 11417 
2023-11-30T22:58:00 | 7680 | 6 | 11432 
2023-11-30T22:58:15 | 7680 | 6 | 11447 
2023-11-30T22:58:30 | 7680 | 6 | 11462 
2023-11-30T22:58:45 | 7680 | 6 | 11477 
2023-11-30T22:59:00 | 7680 | 6 | 11492 
2023-11-30T22:59:15 | 7680 | 6 | 11507 
2023-11-30T22:59:30 | 7680 | 6 | 11522 
2023-11-30T22:59:45 | 7680 | 6 | 11537 
2023-11-30T23:00:00 | 7680 | 6 | 11552 
2023-11-30T23:00:15 | 7680 | 6 | 11567 
2023-11-30T23:00:30 | 7466 | 6 | 11582 
2023-11-30T23:00:45 | 7680 | 6 | 11597 
2023-11-30T23:01:00 | 7466 | 6 | 11612 
2023-11-30T23:01:15 | 7680 | 6 | 11627 
2023-11-30T23:01:30 | 7680 | 6 | 11642 
2023-11-30T23:01:45 | 7680 | 6 | 11657 
2023-11-30T23:02:00 | 7680 | 6 | 11672 
2023-11-30T23:02:15 | 7680 | 6 | 11687 
2023-11-30T23:02:30 | 7680 | 6 | 11702 
2023-11-30T23:02:45 | 7680 | 6 | 11717 
2023-11-30T23:03:00 | 7680 | 6 | 11732 
2023-11-30T23:03:15 | 7680 | 6 | 11747 
2023-11-30T23:03:30 | 7680 | 6 | 11762 
2023-11-30T23:03:45 | 7680 | 6 | 11777 
2023-11-30T23:04:00 | 7680 | 6 | 11792 
2023-11-30T23:04:15 | 7680 | 6 | 11807 
2023-11-30T23:04:30 | 7680 | 6 | 11822 
2023-11-30T23:04:45 | 7680 | 6 | 11837 
2023-11-30T23:09:30 | 7680 | 6 | 12122 
2023-11-30T23:09:45 | 7680 | 6 | 12137 
2023-11-30T23:10:00 | 7680 | 6 | 12152 
2023-11-30T23:10:15 | 7680 | 6 | 12167 
2023-11-30T23:10:30 | 7680 | 6 | 12182 
2023-11-30T23:10:45 | 7680 | 6 | 12197 
2023-11-30T23:11:00 | 7680 | 6 | 12212 
2023-11-30T23:11:15 | 7680 | 6 | 12227 
2023-11-30T23:11:30 | 7680 | 6 | 12242 
2023-11-30T23:11:45 | 7680 | 5 | 12257 
2023-11-30T23:12:00 | 7680 | 5 | 12272 
2023-11-30T23:12:15 | 7680 | 5 | 12287 
2023-11-30T23:12:30 | 7466 | 5 | 12302 
2023-11-30T23:12:45 | 7253 | 5 | 12317 
2023-11-30T23:13:00 | 7466 | 5 | 12332 
2023-11-30T23:13:15 | 7466 | 5 | 12347 
2023-11-30T23:13:30 | 7466 | 5 | 12362 
2023-11-30T23:13:45 | 7466 | 5 | 12377 
2023-11-30T23:14:00 | 7253 | 5 | 12392 
2023-11-30T23:14:15 | 7466 | 5 | 12407 
2023-11-30T23:14:30 | 7466 | 5 | 12422 
2023-11-30T23:14:45 | 7466 | 5 | 12437 
2023-11-30T23:15:00 | 8320 | 3 | 12452 
2023-11-30T23:15:15 | 7040 | 2 | 12467 
2023-11-30T23:15:30 | 6826 | 5 | 12482 
2023-11-30T23:15:45 | 6826 | 5 | 12497 
2023-11-30T23:16:00 | 6826 | 5 | 12512 
2023-11-30T23:16:15 | 6826 | 5 | 12527 
2023-11-30T23:16:30 | 6826 | 5 | 12542 
2023-11-30T23:16:45 | 7253 | 6 | 12557 
2023-11-30T23:17:00 | 7253 | 6 | 12572 
2023-11-30T23:17:15 | 7253 | 6 | 12587 
2023-11-30T23:17:30 | 7253 | 6 | 12602 
2023-11-30T23:17:45 | 7253 | 6 | 12617 
2023-11-30T23:18:00 | 7253 | 6 | 12632 
2023-11-30T23:18:15 | 7253 | 6 | 12647 
2023-11-30T23:18:30 | 7253 | 6 | 12662 
2023-11-30T23:18:45 | 7253 | 6 | 12677 
2023-11-30T23:19:00 | 7253 | 6 | 12692 
2023-11-30T23:19:15 | 7253 | 6 | 12707 
2023-11-30T23:19:30 | 7253 | 6 | 12722 
2023-11-30T23:19:45 | 7253 | 6 | 12737 
2023-11-30T23:20:00 | 7253 | 6 | 12752 
2023-11-30T23:20:15 | 7253 | 6 | 12767 
2023-11-30T23:20:30 | 7253 | 6 | 12782 
2023-11-30T23:20:45 | 7253 | 6 | 12797 
2023-11-30T23:21:00 | 7253 | 6 | 12812 
2023-11-30T23:21:15 | 7253 | 6 | 12827 
2023-11-30T23:21:30 | 7253 | 6 | 12842 
2023-11-30T23:21:45 | 7253 | 6 | 12857 
2023-11-30T23:22:00 | 7253 | 6 | 12872 
2023-11-30T23:22:15 | 7253 | 6 | 12887 
2023-11-30T23:22:30 | 7253 | 6 | 12902 
2023-11-30T23:22:45 | 7253 | 6 | 12917 
2023-11-30T23:23:00 | 7253 | 6 | 12932 
2023-11-30T23:23:15 | 7253 | 6 | 12947 
2023-11-30T23:23:30 | 7253 | 6 | 12962 
2023-11-30T23:23:45 | 7253 | 6 | 12977 
2023-11-30T23:24:00 | 7253 | 6 | 12992 
2023-11-30T23:24:15 | 7253 | 6 | 13007 
2023-11-30T23:24:30 | 7253 | 6 | 13022 
2023-11-30T23:24:45 | 7253 | 6 | 13037 
2023-11-30T23:25:00 | 7253 | 6 | 13052 
2023-11-30T23:25:15 | 7253 | 6 | 13067 
2023-11-30T23:25:30 | 7253 | 6 | 13082 
2023-11-30T23:25:45 | 7253 | 6 | 13097 
2023-11-30T23:26:00 | 7253 | 6 | 13112 
2023-11-30T23:26:15 | 7253 | 6 | 13127 
2023-11-30T23:26:30 | 7253 | 6 | 13142 
2023-11-30T23:26:45 | 7253 | 6 | 13157 
2023-11-30T23:28:15 | 7253 | 6 | 13247 
2023-11-30T23:28:30 | 7253 | 6 | 13262 
2023-11-30T23:28:45 | 7253 | 6 | 13277 
2023-11-30T23:29:00 | 7680 | 6 | 13292 
2023-11-30T23:29:15 | 7466 | 6 | 13307 
2023-11-30T23:29:30 | 7253 | 6 | 13322 
2023-11-30T23:29:45 | 7253 | 6 | 13337 
2023-11-30T23:30:00 | 7253 | 6 | 13352 
2023-11-30T23:30:15 | 7253 | 6 | 13367 
2023-11-30T23:30:30 | 7253 | 6 | 13382 
2023-12-04T19:16:30 | 6640 | 7 | 3 
2023-12-04T19:16:45 | 6640 | 82 | 18 
2023-12-04T19:17:00 | 6640 | 156 | 33 
2023-12-04T19:17:15 | 6640 | 231 | 48 
2023-12-04T19:17:30 | 6640 | 255 | 63 
2023-12-04T19:17:45 | 6640 | 255 | 78 
2023-12-04T19:18:00 | 6640 | 255 | 93 
2023-12-04T19:18:15 | 6640 | 255 | 108 
2023-12-04T19:18:30 | 19413 | 206 | 123 
2023-12-04T19:18:45 | 32000 | 228 | 138 
2023-12-04T19:19:00 | 7680 | 17 | 153 
2023-12-04T19:19:15 | 7680 | 17 | 168 
2023-12-04T19:19:30 | 7466 | 17 | 183 
2023-12-04T19:19:45 | 7466 | 17 | 198 
2023-12-04T19:20:00 | 7680 | 17 | 213 
2023-12-04T19:20:15 | 7680 | 17 | 228 
2023-12-04T19:20:30 | 7680 | 17 | 243 
2023-12-04T19:20:45 | 7466 | 17 | 258 
2023-12-04T19:21:00 | 7466 | 17 | 273 
2023-12-04T19:21:15 | 7680 | 17 | 288 
2023-12-04T19:21:30 | 7466 | 17 | 303 
2023-12-04T19:21:45 | 7466 | 17 | 318 
2023-12-04T19:22:00 | 7466 | 17 | 333 
2023-12-04T19:22:15 | 7466 | 17 | 348 
2023-12-04T19:22:30 | 7466 | 17 | 363 
2023-12-04T19:22:45 | 7466 | 17 | 378 
2023-12-04T19:23:00 | 7680 | 17 | 393 
2023-12-04T19:23:15 | 7466 | 17 | 408 
2023-12-04T19:23:30 | 7466 | 17 | 423 
2023-12-04T19:23:45 | 7680 | 17 | 438 
2023-12-04T19:24:00 | 7466 | 17 | 453 
2023-12-04T19:24:15 | 7466 | 17 | 468 
2023-12-04T19:24:30 | 7466 | 17 | 483 
2023-12-04T19:24:45 | 7466 | 17 | 498 
2023-12-04T19:25:00 | 7466 | 17 | 513 
2023-12-04T19:25:15 | 7466 | 17 | 528 
2023-12-04T19:25:30 | 7466 | 17 | 543 
2023-12-04T19:25:45 | 7680 | 17 | 558 
2023-12-04T19:26:00 | 7466 | 17 | 573 
2023-12-04T19:26:15 | 7466 | 17 | 588 
2023-12-04T19:26:30 | 7680 | 17 | 603 
2023-12-04T19:26:45 | 7466 | 17 | 618 
2023-12-04T19:27:00 | 7466 | 17 | 633 
2023-12-04T19:27:15 | 7466 | 17 | 648 
2023-12-04T19:27:30 | 7466 | 17 | 663 
2023-12-04T19:27:45 | 7466 | 17 | 678 
2023-12-04T19:28:00 | 7466 | 17 | 693 
2023-12-04T19:28:15 | 7466 | 17 | 708 
2023-12-04T19:28:30 | 7680 | 17 | 723 
2023-12-04T19:28:45 | 7466 | 17 | 738 
2023-12-04T19:29:00 | 7466 | 17 | 753 
2023-12-04T19:29:15 | 7466 | 17 | 768 
2023-12-04T19:29:30 | 7466 | 17 | 783 
2023-12-04T19:29:45 | 7466 | 17 | 798 
2023-12-04T19:30:00 | 7680 | 17 | 813 
2023-12-04T19:30:15 | 7466 | 17 | 828 
2023-12-04T19:30:30 | 7466 | 17 | 843 
2023-12-04T19:30:45 | 7466 | 17 | 858 
2023-12-04T19:31:00 | 7466 | 17 | 873 
2023-12-04T19:31:15 | 7466 | 17 | 888 
2023-12-04T19:31:30 | 7466 | 17 | 903 
2023-12-04T19:31:45 | 7466 | 17 | 918 
2023-12-04T19:32:00 | 7466 | 17 | 933 
2023-12-04T19:32:15 | 7466 | 17 | 948 
2023-12-04T19:32:30 | 7680 | 17 | 963 
2023-12-04T19:32:45 | 7680 | 17 | 978 
2023-12-04T19:33:00 | 7680 | 17 | 993 
2023-12-04T19:33:15 | 7466 | 17 | 1008 
2023-12-04T19:33:30 | 7466 | 17 | 1023 
2023-12-04T19:33:45 | 7466 | 17 | 1038 
2023-12-04T19:34:00 | 7466 | 17 | 1053 
2023-12-04T19:34:15 | 7466 | 17 | 1068 
2023-12-04T19:34:30 | 7466 | 17 | 1083 
2023-12-04T19:34:45 | 7466 | 17 | 1098 
2023-12-04T19:35:00 | 7680 | 17 | 1113 
2023-12-04T19:35:15 | 7466 | 17 | 1128 
2023-12-04T19:35:30 | 7466 | 17 | 1143 
2023-12-04T19:35:45 | 7466 | 17 | 1158 
2023-12-04T19:36:00 | 7466 | 17 | 1173 
2023-12-04T19:36:15 | 7466 | 17 | 1188 
2023-12-04T19:36:30 | 7466 | 17 | 1203 
2023-12-04T19:36:45 | 7466 | 17 | 1218 
2023-12-04T19:37:00 | 7466 | 17 | 1233 
2023-12-04T19:37:15 | 7466 | 17 | 1248 
2023-12-04T19:37:30 | 7466 | 17 | 1263 
2023-12-04T19:37:45 | 7466 | 17 | 1278 
2023-12-04T19:38:00 | 7466 | 17 | 1293 
2023-12-04T19:38:15 | 7466 | 17 | 1308 
2023-12-04T19:38:30 | 7466 | 17 | 1323 
2023-12-04T19:38:45 | 7466 | 17 | 1338 
2023-12-04T19:39:00 | 7466 | 17 | 1353 
2023-12-04T19:39:15 | 7466 | 17 | 1368 
2023-12-04T19:39:30 | 7466 | 17 | 1383 
2023-12-04T19:39:45 | 7466 | 17 | 1398 
2023-12-04T19:40:00 | 7466 | 17 | 1413 
2023-12-04T19:40:15 | 7466 | 17 | 1428 
2023-12-04T19:40:30 | 7466 | 17 | 1443 
2023-12-04T19:40:45 | 7466 | 17 | 1458 
2023-12-04T19:41:00 | 7466 | 17 | 1473 
2023-12-04T19:41:15 | 7466 | 17 | 1488 
2023-12-04T19:41:30 | 7466 | 17 | 1503 
2023-12-04T19:41:45 | 7466 | 17 | 1518 
2023-12-04T19:42:00 | 7466 | 17 | 1533 
2023-12-04T19:42:15 | 7466 | 17 | 1548 
2023-12-04T19:42:30 | 7466 | 17 | 1563 
2023-12-04T19:42:45 | 7466 | 17 | 1578 
2023-12-04T19:43:00 | 7466 | 17 | 1593 
2023-12-04T19:43:15 | 7466 | 17 | 1608 
2023-12-04T19:43:30 | 7466 | 17 | 1623 
2023-12-04T19:43:45 | 7466 | 17 | 1638 
2023-12-04T19:44:00 | 7466 | 17 | 1653 
2023-12-04T19:44:15 | 7466 | 17 | 1668 
2023-12-04T19:44:30 | 7466 | 17 | 1683 
2023-12-04T19:44:45 | 7466 | 17 | 1698 
2023-12-04T19:45:00 | 7466 | 17 | 1713 
2023-12-04T19:45:15 | 7466 | 17 | 1728 
2023-12-04T19:45:30 | 7466 | 17 | 1743 
2023-12-04T19:45:45 | 7466 | 17 | 1758 
2023-12-04T19:46:00 | 7466 | 17 | 1773 
2023-12-04T19:46:15 | 7466 | 17 | 1788 
2023-12-04T19:46:30 | 7466 | 17 | 1803 
